Financial Year,Reporting Period,Activity Month,Organisation breakdown,Org Code,Org Name,Region Code,Region Name,Specific acute specialties: Ordinary Elective,Specific acute specialties: Daycase Elective,Specific acute specialties: Elective total,Specific acute specialties: Non-Elective,Specific acute specialties: First attendances seen - GP referrals,Specific acute specialties: First attendances seen - other referrals,Specific acute specialties: First attendances seen total,Specific acute specialties: First attendances DNA,Specific acute specialties: Subsequent attendances seen,Specific acute specialties: Subsequent attendances DNA,All specialties: Ordinary Elective,All specialties: Daycase Elective,All specialties: Elective total,All specialties: Non-Elective,All specialties: First attendances seen - GP referrals,All specialties: First attendances seen - other referrals,All specialties: First attendances seen total,All specialties: First attendances DNA,All specialties: Subsequent attendances seen,All specialties: Subsequent attendances DNA
2019-20,14,Jun-19,Region of CCG,-,-,Y99,-,190,810,1000,570,1910,1245,3155,260,3875,360,195,810,1005,770,2075,1720,3795,305,5210,455
2019-20,14,Jul-19,Region of CCG,-,-,Y56,LONDON COMMISSIONING REGION,19705,88270,107980,82990,191305,213135,404440,45290,719185,81515,20545,88665,109210,108460,223940,274000,497940,55345,988820,110080
2019-20,14,Jul-19,Region of CCG,-,-,Y58,SOUTH WEST COMMISSIONING REGION,12735,69610,82345,60855,87320,89870,177190,11205,338695,21795,13055,69645,82700,71415,113805,140985,254785,17230,516480,34650
2019-20,14,Jul-19,Region of CCG,-,-,Y59,SOUTH EAST COMMISSIONING REGION,19375,94670,114045,90945,176180,174450,350630,20990,588060,39945,19710,94755,114465,105615,217360,255700,473060,28745,936435,60015
2019-20,14,Jul-19,Region of CCG,-,-,Y60,MIDLANDS COMMISSIONING REGION,24535,130655,155190,121235,205515,181630,387140,27515,704945,50800,25260,130840,156100,144555,277955,276120,554075,38805,1088220,76995
2019-20,14,Jul-19,Region of CCG,-,-,Y61,EAST OF ENGLAND COMMISSIONING REGION,14540,77185,91725,69095,123705,108120,231825,16360,422845,32160,14950,77270,92220,84250,143725,157520,301245,20785,652460,44575
2019-20,14,Jul-19,Region of CCG,-,-,Y62,NORTH WEST COMMISSIONING REGION,15565,95105,110670,90620,141175,126110,267285,24785,611370,51345,15820,95175,110995,108385,171115,177365,348475,33425,843780,72245
2019-20,14,Jul-19,Region of CCG,-,-,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,19260,113880,133140,98575,165450,162400,327850,22620,637080,51390,19595,114010,133605,118735,187885,199920,387805,27735,841295,67335
2019-20,14,Jul-19,Region of CCG,-,-,Y99,-,180,850,1030,640,2125,1465,3590,280,4155,405,190,850,1040,810,2310,1960,4270,345,5550,520
2019-20,14,Aug-19,Region of CCG,-,-,Y56,LONDON COMMISSIONING REGION,18205,78665,96870,78555,163500,184915,348420,40245,611880,69785,19080,79085,98165,103445,192040,239925,431970,49390,853635,95810
2019-20,14,Aug-19,Region of CCG,-,-,Y58,SOUTH WEST COMMISSIONING REGION,12285,63100,75385,58240,74090,77030,151120,9745,293725,18750,12570,63125,75695,68475,97205,122170,219375,15300,452970,30335
2019-20,14,Aug-19,Region of CCG,-,-,Y59,SOUTH EAST COMMISSIONING REGION,17810,84905,102715,86440,152185,153340,305525,17960,510425,33560,18145,84965,103110,101050,187945,225395,413340,24615,815600,50800
2019-20,14,Aug-19,Region of CCG,-,-,Y60,MIDLANDS COMMISSIONING REGION,22765,117640,140405,114955,175450,157185,332640,23890,609120,44365,23370,117790,141155,138540,238940,239575,478515,33840,950530,67675
2019-20,14,Aug-19,Region of CCG,-,-,Y61,EAST OF ENGLAND COMMISSIONING REGION,13375,69885,83260,65565,105435,94285,199715,14035,367795,28125,13750,69960,83710,79795,122555,137225,259780,17970,572185,39430
2019-20,14,Aug-19,Region of CCG,-,-,Y62,NORTH WEST COMMISSIONING REGION,14390,83975,98365,85320,118940,105445,224390,20710,526175,43210,14615,84010,98625,103145,145170,150430,295600,27820,733520,61065
2019-20,14,Aug-19,Region of CCG,-,-,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,17860,103190,121050,93345,141045,140590,281635,19490,552100,44870,18275,103285,121560,113350,160975,175545,336520,23910,743755,62510
2019-20,14,Aug-19,Region of CCG,-,-,Y99,-,170,745,920,535,1670,1110,2785,265,3460,340,175,750,920,725,1800,1565,3365,310,4605,460
2019-20,14,Sep-19,Region of CCG,-,-,Y56,LONDON COMMISSIONING REGION,18350,81585,99935,78050,174170,204390,378560,42065,662950,75485,19115,82000,101115,102605,202630,263680,466310,51100,909790,101640
2019-20,14,Sep-19,Region of CCG,-,-,Y58,SOUTH WEST COMMISSIONING REGION,12070,63860,75935,58470,81230,83370,164600,10730,316620,20925,12365,63895,76255,68760,106000,130960,236960,16445,477600,32510
2019-20,14,Sep-19,Region of CCG,-,-,Y59,SOUTH EAST COMMISSIONING REGION,17550,87785,105335,85530,164765,162670,327435,19835,546155,37045,17835,87840,105680,100015,202335,236780,439115,26775,862310,55285
2019-20,14,Sep-19,Region of CCG,-,-,Y60,MIDLANDS COMMISSIONING REGION,22400,119890,142290,114290,189860,168565,358425,25670,656925,47565,23050,120120,143170,137060,257570,254860,512425,36190,1008835,71425
2019-20,14,Sep-19,Region of CCG,-,-,Y61,EAST OF ENGLAND COMMISSIONING REGION,13255,70840,84095,65400,113660,101275,214935,15350,392075,31210,13635,70915,84545,79360,131420,144645,276065,19200,599825,42530
2019-20,14,Sep-19,Region of CCG,-,-,Y62,NORTH WEST COMMISSIONING REGION,14565,86810,101370,86500,130975,115335,246310,23255,570620,49610,14820,86855,101675,103650,158425,162280,320705,30970,785580,68615
2019-20,14,Sep-19,Region of CCG,-,-,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,17830,105820,123645,92790,153065,149430,302495,21045,595765,48595,18255,105975,124230,112380,174605,186985,361590,25750,793385,66360
2019-20,14,Sep-19,Region of CCG,-,-,Y99,-,180,785,965,595,1880,1425,3305,255,3950,365,185,785,970,775,2040,1885,3930,315,5265,445
2019-20,14,Oct-19,Region of CCG,-,-,Y56,LONDON COMMISSIONING REGION,20020,89815,109835,82950,192185,222140,414330,44615,726865,80410,20875,90320,111195,109180,223570,288490,512065,54645,998295,109275
2019-20,14,Oct-19,Region of CCG,-,-,Y58,SOUTH WEST COMMISSIONING REGION,13610,70325,83930,62955,88835,88555,177385,11375,347410,22210,13950,70370,84320,73580,116945,144030,260980,17765,530330,35080
2019-20,14,Oct-19,Region of CCG,-,-,Y59,SOUTH EAST COMMISSIONING REGION,19680,95895,115570,93010,182685,176395,359075,21075,603030,39375,20050,95960,116010,108075,224785,257335,482120,28725,954540,59100
2019-20,14,Oct-19,Region of CCG,-,-,Y60,MIDLANDS COMMISSIONING REGION,24715,130180,154895,122865,208850,181495,390350,27255,719130,52500,25360,130360,155720,145795,282675,276350,559025,38340,1108480,78420
2019-20,14,Oct-19,Region of CCG,-,-,Y61,EAST OF ENGLAND COMMISSIONING REGION,14510,77845,92355,70580,125200,109855,235050,16610,432810,32750,14885,77915,92800,85180,144475,159280,303750,20825,664795,45045
2019-20,14,Oct-19,Region of CCG,-,-,Y62,NORTH WEST COMMISSIONING REGION,16140,96740,112880,92820,144745,123990,268735,25450,625305,53010,16405,96785,113185,110530,175815,175605,351420,33535,863355,73515
2019-20,14,Oct-19,Region of CCG,-,-,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,20010,116130,136140,100040,169990,162365,332355,21985,653715,52565,20440,116195,136635,119365,193070,202865,395935,26895,870660,72100
2019-20,14,Oct-19,Region of CCG,-,-,Y99,-,215,805,1020,645,2200,1375,3575,230,4225,405,220,805,1025,805,2395,1840,4235,280,5655,530
2019-20,14,Nov-19,Region of CCG,-,-,Y56,LONDON COMMISSIONING REGION,19045,84670,103715,81900,180415,210745,391160,41060,683430,72740,19905,85085,104990,106870,208390,274610,483000,50530,936010,99210
2019-20,14,Nov-19,Region of CCG,-,-,Y58,SOUTH WEST COMMISSIONING REGION,13045,68025,81070,61445,83425,81680,165105,10075,329025,20375,13370,68045,81415,71235,109105,132025,241125,15940,501475,32600
2019-20,14,Nov-19,Region of CCG,-,-,Y59,SOUTH EAST COMMISSIONING REGION,19215,92145,111365,90525,172420,166525,338945,20075,571680,36945,19540,92200,111740,104680,212115,242585,454705,27100,898130,55355
2019-20,14,Nov-19,Region of CCG,-,-,Y60,MIDLANDS COMMISSIONING REGION,23475,124960,148440,120250,196165,169710,365875,25730,675210,49125,24085,125155,149240,141985,263710,258840,522550,36355,1039445,73595
2019-20,14,Nov-19,Region of CCG,-,-,Y61,EAST OF ENGLAND COMMISSIONING REGION,13775,74765,88545,68685,118660,102450,221110,15495,407635,30575,14080,74820,88905,82440,137075,148465,285540,19510,627705,41595
2019-20,14,Nov-19,Region of CCG,-,-,Y62,NORTH WEST COMMISSIONING REGION,15395,90290,105685,89220,132965,115495,248465,23240,581485,48670,15640,90340,105985,105770,161425,163275,324700,30610,801595,67380
2019-20,14,Nov-19,Region of CCG,-,-,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,18815,109340,128150,97685,157035,150315,307350,20435,603375,48110,19150,109480,128635,116370,178155,187405,365560,25040,802105,66325
2019-20,14,Nov-19,Region of CCG,-,-,Y99,-,160,815,975,640,1985,1315,3300,280,3925,340,170,815,985,825,2195,1795,3985,350,5370,445
2019-20,14,Dec-19,Region of CCG,-,-,Y56,LONDON COMMISSIONING REGION,16475,72655,89130,81590,156595,185280,341875,38040,588210,67405,17330,73050,90380,106930,180145,243445,423590,46675,815080,92110
2019-20,14,Dec-19,Region of CCG,-,-,Y58,SOUTH WEST COMMISSIONING REGION,10885,59400,70285,63700,72455,72275,144730,9415,289010,18815,11175,59420,70590,73230,93885,114545,208430,14725,436850,29985
2019-20,14,Dec-19,Region of CCG,-,-,Y59,SOUTH EAST COMMISSIONING REGION,16110,80025,96135,92425,147935,147660,295590,18080,493405,33415,16405,80070,96480,106680,180600,214205,394805,24380,777525,50350
2019-20,14,Dec-19,Region of CCG,-,-,Y60,MIDLANDS COMMISSIONING REGION,20485,111215,131700,120005,170390,151380,321770,24165,589500,44980,20970,111355,132325,141705,230715,231085,461800,33800,909765,67135
2019-20,14,Dec-19,Region of CCG,-,-,Y61,EAST OF ENGLAND COMMISSIONING REGION,11755,65995,77745,69065,101590,91085,192675,14440,347755,27935,12050,66045,78095,82455,117760,131640,249400,17875,544790,38235
2019-20,14,Dec-19,Region of CCG,-,-,Y62,NORTH WEST COMMISSIONING REGION,12915,78360,91275,88210,115220,100410,215635,21700,503300,45730,13165,78400,91560,104775,139700,141325,281025,28525,695790,63235
2019-20,14,Dec-19,Region of CCG,-,-,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,16135,97080,113215,99310,137270,135175,272445,19665,529505,45430,16480,97185,113665,117700,155285,169230,324515,24150,706430,62420
2019-20,14,Dec-19,Region of CCG,-,-,Y99,-,140,680,820,610,1595,1215,2810,235,3390,315,145,680,825,790,1760,1655,3415,295,4625,410
2019-20,14,Jan-20,Region of CCG,-,-,Y56,LONDON COMMISSIONING REGION,18025,87300,105325,82525,172810,223440,396250,42150,711685,78060,18895,87810,106700,107025,200375,291605,491980,51915,978940,105365
2019-20,14,Jan-20,Region of CCG,-,-,Y58,SOUTH WEST COMMISSIONING REGION,11870,69250,81120,63695,83725,86120,169845,10840,344265,21805,12175,69265,81440,73835,110165,139165,249330,16855,523905,34670
2019-20,14,Jan-20,Region of CCG,-,-,Y59,SOUTH EAST COMMISSIONING REGION,17735,94410,112145,92800,173070,173405,346475,20380,601920,39435,18055,94470,112525,107345,212525,253650,466175,27745,942915,58730
2019-20,14,Jan-20,Region of CCG,-,-,Y60,MIDLANDS COMMISSIONING REGION,21695,128180,149875,120765,200900,175590,376490,26155,710220,51210,22145,128415,150555,142860,273605,271220,544825,37210,1090430,76385
2019-20,14,Jan-20,Region of CCG,-,-,Y61,EAST OF ENGLAND COMMISSIONING REGION,12860,77155,90015,69230,117915,107195,225110,15815,424820,30975,13185,77215,90400,83000,136845,155895,292735,19830,656925,42725
2019-20,14,Jan-20,Region of CCG,-,-,Y62,NORTH WEST COMMISSIONING REGION,14160,94200,108355,87975,133795,122085,255880,24060,615720,52165,14415,94265,108675,105075,162735,171055,333785,31820,845460,71050
2019-20,14,Jan-20,Region of CCG,-,-,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,17490,114370,131860,99385,157875,157120,314995,21580,642585,51685,17830,114460,132290,118570,180355,197770,378125,26380,854475,71120
2019-20,14,Jan-20,Region of CCG,-,-,Y99,-,180,815,995,595,1950,1340,3290,270,4280,365,180,815,1000,765,2130,1805,3935,330,5815,495
2019-20,14,Feb-20,Region of CCG,-,-,Y56,LONDON COMMISSIONING REGION,16300,82865,99165,75495,166215,199820,366035,37055,635370,69270,17210,83300,100510,98685,192230,262645,454875,45780,872840,93250
2019-20,14,Feb-20,Region of CCG,-,-,Y58,SOUTH WEST COMMISSIONING REGION,12105,62935,75045,57685,76145,77340,153485,9120,307390,18190,12410,62960,75370,67195,99005,124600,223605,14160,466565,28930
2019-20,14,Feb-20,Region of CCG,-,-,Y59,SOUTH EAST COMMISSIONING REGION,18175,87645,105825,84685,160305,157300,317605,17660,529075,33860,18495,87705,106200,97965,195835,228140,423970,23900,829780,50470
2019-20,14,Feb-20,Region of CCG,-,-,Y60,MIDLANDS COMMISSIONING REGION,21835,118810,140645,110360,184245,159035,343275,22810,629940,44335,22295,119040,141335,130735,248440,244925,493365,32215,978550,65500
2019-20,14,Feb-20,Region of CCG,-,-,Y61,EAST OF ENGLAND COMMISSIONING REGION,12600,71405,84005,62980,110940,97365,208310,13585,378175,26950,12960,71465,84425,75690,128660,140645,269305,16980,583925,36940
2019-20,14,Feb-20,Region of CCG,-,-,Y62,NORTH WEST COMMISSIONING REGION,14710,86535,101245,80410,124740,108875,233615,20605,549660,43910,14925,86590,101515,95995,152775,154190,306965,27480,755270,60825
2019-20,14,Feb-20,Region of CCG,-,-,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,17995,103800,121795,90295,144440,143345,287785,19035,567050,43395,18335,103845,122175,107885,163860,178315,342175,23070,754865,60030
2019-20,14,Feb-20,Region of CCG,-,-,Y99,-,185,745,930,570,1810,1280,3090,215,3690,305,190,745,935,725,1980,1705,3685,260,5020,415
2019-20,14,Mar-20,Region of CCG,-,-,Y56,LONDON COMMISSIONING REGION,11905,59490,71395,64895,134875,159935,294810,36770,549685,65540,12925,59850,72780,88625,155745,216620,372360,45525,768095,91175
2019-20,14,Mar-20,Region of CCG,-,-,Y58,SOUTH WEST COMMISSIONING REGION,10050,51020,61070,52730,64660,66990,131655,9815,276140,18240,10365,51040,61410,62220,84335,108550,192885,14610,417295,28550
2019-20,14,Mar-20,Region of CCG,-,-,Y59,SOUTH EAST COMMISSIONING REGION,14335,68060,82395,76525,135640,126885,262530,19165,488600,35055,14705,68105,82810,90480,165115,191565,356685,25745,766475,51425
2019-20,14,Mar-20,Region of CCG,-,-,Y60,MIDLANDS COMMISSIONING REGION,17945,94040,111985,100545,147165,132985,280150,23565,562220,45120,18380,94180,112560,121410,198275,204470,402745,32800,864595,66185
2019-20,14,Mar-20,Region of CCG,-,-,Y61,EAST OF ENGLAND COMMISSIONING REGION,9895,57260,67155,56770,92395,80935,173330,14445,336935,27530,10275,57310,67585,69595,106710,118965,225675,17915,530795,37630
2019-20,14,Mar-20,Region of CCG,-,-,Y62,NORTH WEST COMMISSIONING REGION,12120,66775,78895,73345,107710,92755,200465,22100,500385,45440,12380,66810,79190,89000,130930,133675,264605,28915,687595,62925
2019-20,14,Mar-20,Region of CCG,-,-,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,14880,86630,101510,82950,127625,122585,250210,19560,524565,44695,15210,86660,101870,101025,144455,154930,299390,23685,700080,61300
2019-20,14,Mar-20,Region of CCG,-,-,Y99,-,125,500,625,490,1575,1085,2660,220,3410,295,135,500,635,675,1745,1485,3230,295,4715,370
2020-21,14,Apr-20,Region of CCG,-,-,-,-,20,120,140,295,615,515,1135,80,1925,135,25,120,145,465,705,825,1530,90,2860,185
2020-21,14,Apr-20,Region of CCG,-,-,Y56,LONDON COMMISSIONING REGION,4545,17150,21695,49270,59830,90240,150070,13690,342165,27940,5555,17360,22915,70665,69705,132480,202190,17840,516095,45945
2020-21,14,Apr-20,Region of CCG,-,-,Y58,SOUTH WEST COMMISSIONING REGION,3370,18845,22215,37205,30185,35545,65730,4150,176665,8300,3650,18860,22510,45895,41540,62445,103990,5775,271120,12640
2020-21,14,Apr-20,Region of CCG,-,-,Y59,SOUTH EAST COMMISSIONING REGION,6950,19155,26105,54695,66255,76765,143020,8475,325720,16020,7295,19190,26485,67785,81570,126670,208240,11690,529475,23935
2020-21,14,Apr-20,Region of CCG,-,-,Y60,MIDLANDS COMMISSIONING REGION,6380,34325,40705,72930,62670,68645,131315,9425,374580,20655,6600,34335,40930,92145,85265,109845,195110,13470,574950,32270
2020-21,14,Apr-20,Region of CCG,-,-,Y61,EAST OF ENGLAND COMMISSIONING REGION,3025,20000,23025,39745,38810,42435,81240,4885,212070,11125,3220,20020,23245,50890,46955,66495,113450,6315,358735,16090
2020-21,14,Apr-20,Region of CCG,-,-,Y62,NORTH WEST COMMISSIONING REGION,3485,18190,21675,56270,43475,47560,91035,6295,306245,16365,3635,18200,21835,70285,54640,76235,130870,9345,427545,24360
2020-21,14,Apr-20,Region of CCG,-,-,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,4305,30245,34550,58620,53635,68395,122030,7180,330000,18785,4620,30250,34870,75060,63425,93185,156610,8755,453460,28750
2020-21,14,May-20,Region of CCG,-,-,-,-,35,155,190,355,775,655,1430,90,1950,130,40,155,195,535,855,965,1820,100,2955,165
2020-21,14,May-20,Region of CCG,-,-,Y56,LONDON COMMISSIONING REGION,6075,22450,28525,56700,70190,109600,179790,14540,375135,29430,7040,22655,29690,80595,80305,153775,234080,18410,555625,45585
2020-21,14,May-20,Region of CCG,-,-,Y58,SOUTH WEST COMMISSIONING REGION,4505,23010,27515,46995,35630,42125,77755,4390,194660,9185,4805,23040,27840,56130,45775,69745,115520,6120,294780,13910
2020-21,14,May-20,Region of CCG,-,-,Y59,SOUTH EAST COMMISSIONING REGION,8155,25555,33715,68070,78440,95090,173535,9180,344405,17305,8490,25595,34085,81985,94015,145400,239415,11920,551055,25360
2020-21,14,May-20,Region of CCG,-,-,Y60,MIDLANDS COMMISSIONING REGION,7625,40365,47990,86325,76760,84230,160990,9625,402355,21060,7880,40385,48265,107305,101755,130530,232285,13525,603805,31710
2020-21,14,May-20,Region of CCG,-,-,Y61,EAST OF ENGLAND COMMISSIONING REGION,4075,22790,26865,49865,51005,53085,104085,5560,224580,11835,4285,22825,27110,62100,58965,77540,136500,6685,369245,16215
2020-21,14,May-20,Region of CCG,-,-,Y62,NORTH WEST COMMISSIONING REGION,4130,22170,26300,67290,52335,59635,111970,6990,325190,16985,4295,22180,26475,82565,62605,87540,150145,9820,446260,24690
2020-21,14,May-20,Region of CCG,-,-,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,5230,34100,39330,70000,56045,79640,135690,7385,343755,19625,5565,34115,39680,87980,64970,103425,168395,8800,464405,29040
2020-21,14,Jun-20,Region of CCG,-,-,-,-,55,260,315,425,1045,925,1970,125,2620,215,65,260,325,620,1145,1320,2465,135,3695,270
2020-21,14,Jun-20,Region of CCG,-,-,Y56,LONDON COMMISSIONING REGION,8645,35105,43750,64390,98220,151670,249890,20930,510830,40130,9635,35495,45130,88135,112085,203690,315770,25685,717220,57575
2020-21,14,Jun-20,Region of CCG,-,-,Y58,SOUTH WEST COMMISSIONING REGION,6125,34295,40420,52050,47730,57520,105250,5940,250590,12495,6450,34320,40770,61085,61545,92755,154300,8525,372485,18720
2020-21,14,Jun-20,Region of CCG,-,-,Y59,SOUTH EAST COMMISSIONING REGION,10920,40215,51135,74330,105865,129360,235225,12185,445410,23790,11245,40245,51495,88215,126065,191285,317350,15635,692080,34120
2020-21,14,Jun-20,Region of CCG,-,-,Y60,MIDLANDS COMMISSIONING REGION,10305,56590,66895,95765,106790,114805,221595,13610,521465,29880,10585,56615,67200,116930,141035,176215,317250,19195,774095,44000
2020-21,14,Jun-20,Region of CCG,-,-,Y61,EAST OF ENGLAND COMMISSIONING REGION,5840,33830,39670,54955,70090,72105,142200,8475,300490,17060,6070,33880,39955,67315,80795,102520,183315,10095,470280,22895
2020-21,14,Jun-20,Region of CCG,-,-,Y62,NORTH WEST COMMISSIONING REGION,5695,32880,38575,72635,74675,84500,159175,11085,434750,25010,5885,32895,38780,88480,88375,126230,214605,14850,582590,35780
2020-21,14,Jun-20,Region of CCG,-,-,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,7320,49450,56775,76255,80340,102825,183165,10495,445340,27310,7640,49465,57105,94065,91285,132605,223890,12305,592105,39670
2020-21,14,Jul-20,Region of CCG,-,-,-,-,80,390,475,485,1055,1140,2195,180,2870,240,90,395,485,650,1185,1570,2755,210,4040,300
2020-21,14,Jul-20,Region of CCG,-,-,Y56,LONDON COMMISSIONING REGION,11945,49635,61575,70155,108245,171990,280235,24065,573920,49370,13045,50155,63200,95585,124470,229855,354325,29700,805695,70620
